--------- beginning of main
05-13 10:51:46.992 I/ReactNativeJS( 5250): Running "main" with {"rootTag":1,"initialProps":{},"fabric":true}
05-13 10:51:47.269 I/ReactNativeJS( 5250): '[analytics]', 'sync_started', { trigger: 'cold_start' }
05-13 10:51:47.271 I/ReactNativeJS( 5250): '[analytics]', 'health_platform_read_skipped', { trigger: 'foreground', reason: 'no_user' }
05-13 10:59:07.708 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0e 00 00 00 listeners=3
05-13 10:59:07.721 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=0f 00 00 00 listeners=3
05-13 10:59:07.722 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=10 00 00 00 listeners=3
05-13 10:59:07.722 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=11 00 00 00 listeners=3
05-13 10:59:07.722 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=12 00 00 00 listeners=3
05-13 10:59:07.723 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=13 00 00 00 listeners=3
05-13 10:59:07.723 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=14 00 00 00 listeners=3
05-13 10:59:07.723 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=15 00 00 00 listeners=3
05-13 10:59:07.724 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=16 00 00 00 listeners=3
05-13 10:59:07.724 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x15 payload[0..3]=17 00 00 00 listeners=3
05-13 10:59:07.724 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.hr day=2026-05-13 readHRHistory returned 123 samples (intervalSec=300, sampleWindowSec=300)
05-13 10:59:07.724 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.hr exit totalPulled=0 newestRaw=1778669700
05-13 10:59:07.725 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=00 04 3c 00 listeners=2
05-13 10:59:07.725 I/ReactNativeJS( 5250): [ble-trace] readSpO2History index totalPackets=4 intervalMinutes=60 (assumed 60 in slice config)
05-13 10:59:07.725 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=01 00 bf 03 listeners=2
05-13 10:59:07.726 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=02 61 62 00 listeners=2
05-13 10:59:07.726 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x2d payload[0..3]=03 00 00 00 listeners=2
05-13 10:59:07.726 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.spo2 day=2026-05-13 readSpO2History returned 5 samples
05-13 10:59:07.728 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:07.730 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:07.732 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:07.734 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:07.736 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'spo2', count: 1 }
05-13 10:59:07.737 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.spo2 exit totalPulled=5
05-13 10:59:07.738 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x07 payload[0..3]=00 00 26 05 listeners=1
05-13 10:59:07.738 I/ReactNativeJS( 5250): [ble-trace] readDayInfo packet idx=0x00 daysAgo=0 payload=00 00 26 05 13 00 01 21 3b 18 00 00 00 ab
05-13 10:59:07.738 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x07 payload[0..3]=01 00 26 05 listeners=1
05-13 10:59:07.738 I/ReactNativeJS( 5250): [ble-trace] readDayInfo packet idx=0x01 daysAgo=0 payload=01 00 26 05 13 02 57 00 76 01 ab 00 0b 00
05-13 10:59:07.739 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.dayInfo day=2026-05-13 daysAgo=0 activity=steps=289 sleep=min=599
05-13 10:59:07.739 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'activity', count: 1 }
05-13 10:59:07.746 I/ReactNativeJS( 5250): '[analytics]', 'vital_persisted', { vital_type: 'calories', count: 1 }
05-13 10:59:07.747 I/ReactNativeJS( 5250): [ble-trace] syncMultiVitals.dayInfo exit sleepCount=0 activityCount=1
05-13 10:59:07.757 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:07.923 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:08.125 I/ReactNativeJS( 5250): '[analytics]', 'multi_vitals_sync_failed', { reason: '/sync invoke failed: Edge Function returned a non-2xx status code',
05-13 10:59:08.125 I/ReactNativeJS( 5250):   hr_pending: 3089,
05-13 10:59:08.125 I/ReactNativeJS( 5250):   spo2_pending: 123,
05-13 10:59:08.125 I/ReactNativeJS( 5250):   sleep_pending: 7,
05-13 10:59:08.125 I/ReactNativeJS( 5250):   steps_pending: 11,
05-13 10:59:08.125 I/ReactNativeJS( 5250):   calories_pending: 11 }
05-13 10:59:08.129 I/ReactNativeJS( 5250): '[analytics]', 'sync_failed', { trigger: 'app_foreground', reason: 'multi_vitals:sync' }
05-13 10:59:08.253 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:08.423 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:08.562 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:08.722 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:08.906 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.054 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.206 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.347 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.478 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.642 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.819 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:09.945 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.086 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.218 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.348 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.499 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.637 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.804 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:10.955 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.105 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.236 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.371 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.502 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.767 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:11.899 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:12.053 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:12.187 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:12.333 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:12.505 I/ReactNativeJS( 5250): '[analytics]', 'reading_sync_success', { duplicate: true }
05-13 10:59:22.881 I/ReactNativeJS( 5250): '[analytics]', 'sync_started', { trigger: 'app_foreground' }
05-13 10:59:22.883 I/ReactNativeJS( 5250): '[analytics]', 'health_platform_read_skipped', { trigger: 'foreground', reason: 'master_off' }
05-13 10:59:23.126 I/ReactNativeJS( 5250): '[analytics]', 'ble_disconnected', { deviceId: 'CA:BF:55:1F:01:3C',
05-13 10:59:23.126 I/ReactNativeJS( 5250):   reason: 'Device CA:BF:55:1F:01:3C was disconnected' }
05-13 10:59:25.945 I/ReactNativeJS( 5250): [ble-trace] applyDeviceConfig skipped — dirty=false force=false sinceFlushMs=320517 (debounce 3600000ms)
05-13 10:59:26.293 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x01 payload[0..3]=00 00 00 00 listeners=1
05-13 10:59:26.293 I/ReactNativeJS( 5250): [ble-trace] syncBacklog enter deviceBleId=CA:BF:55:1F:01:3C lastSync=1778640921 (filter-only; query is TS=0)
05-13 10:59:26.540 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=19 e8 03 6a listeners=1
05-13 10:59:26.541 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=37 da 03 6a listeners=1
05-13 10:59:26.541 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=d0 49 03 6a listeners=1
05-13 10:59:26.571 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=b6 45 03 6a listeners=1
05-13 10:59:26.573 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=5b 41 03 6a listeners=1
05-13 10:59:26.574 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=a2 3d 03 6a listeners=1
05-13 10:59:26.575 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7c 7d 02 6a listeners=1
05-13 10:59:26.575 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=07 26 02 6a listeners=1
05-13 10:59:26.575 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=a1 09 02 6a listeners=1
05-13 10:59:26.576 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=88 f7 01 6a listeners=1
05-13 10:59:26.657 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=50 f2 01 6a listeners=1
05-13 10:59:26.683 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=b4 f1 01 6a listeners=1
05-13 10:59:26.683 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=c6 ed 01 6a listeners=1
05-13 10:59:26.684 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=27 e9 01 6a listeners=1
05-13 10:59:26.684 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=27 e8 01 6a listeners=1
05-13 10:59:26.684 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=74 b0 01 6a listeners=1
05-13 10:59:26.685 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ec a8 01 6a listeners=1
05-13 10:59:26.685 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=21 61 01 6a listeners=1
05-13 10:59:26.685 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ed 24 01 6a listeners=1
05-13 10:59:26.686 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7e 81 00 6a listeners=1
05-13 10:59:26.853 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ac 7b 00 6a listeners=1
05-13 10:59:26.854 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=55 7b 00 6a listeners=1
05-13 10:59:26.855 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=66 57 00 6a listeners=1
05-13 10:59:26.855 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=d9 fe fe 69 listeners=1
05-13 10:59:26.856 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7a 91 fe 69 listeners=1
05-13 10:59:26.856 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=1d 7e fe 69 listeners=1
05-13 10:59:26.856 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=5c 0f fe 69 listeners=1
05-13 10:59:26.857 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=a7 c1 fd 69 listeners=1
05-13 10:59:26.857 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=0a c1 fd 69 listeners=1
05-13 10:59:26.858 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=97 70 fd 69 listeners=1
05-13 10:59:26.921 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ee 65 fc 69 listeners=1
05-13 10:59:26.921 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f3 62 fc 69 listeners=1
05-13 10:59:26.922 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=32 e6 fb 69 listeners=1
05-13 10:59:26.922 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=d6 e4 fb 69 listeners=1
05-13 10:59:26.922 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=36 de fb 69 listeners=1
05-13 10:59:26.923 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=57 52 fb 69 listeners=1
05-13 10:59:26.923 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=2a 50 fb 69 listeners=1
05-13 10:59:26.923 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7f 4f fb 69 listeners=1
05-13 10:59:26.924 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=17 4c fb 69 listeners=1
05-13 10:59:26.924 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=95 4b fb 69 listeners=1
05-13 10:59:27.052 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=cd 84 fa 69 listeners=1
05-13 10:59:27.052 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=cd bf f9 69 listeners=1
05-13 10:59:27.053 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=62 7c f9 69 listeners=1
05-13 10:59:27.053 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=4f 33 f9 69 listeners=1
05-13 10:59:27.053 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e3 a1 f8 69 listeners=1
05-13 10:59:27.054 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=95 a1 f8 69 listeners=1
05-13 10:59:27.071 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=d3 fe f7 69 listeners=1
05-13 10:59:27.071 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=26 db f7 69 listeners=1
05-13 10:59:27.072 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=87 11 f7 69 listeners=1
05-13 10:59:27.072 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=41 11 f7 69 listeners=1
05-13 10:59:27.072 I/ReactNativeJS( 5250): [ble-trace] syncBacklog readBPHistory returned 50 packet(s); first.ts=1778640921 last.ts=1777799489
05-13 10:59:27.073 I/ReactNativeJS( 5250): [ble-trace] syncBacklog exit pulled=0 (filtered from 50); cursor 1778640921 → 1778640921
05-13 10:59:27.073 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan enter anchorTs=1777799489 (DIR=1 walk-backward)
05-13 10:59:27.274 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=02 c7 f6 69 listeners=1
05-13 10:59:27.276 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=b9 c6 f6 69 listeners=1
05-13 10:59:27.277 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ca 90 f6 69 listeners=1
05-13 10:59:27.278 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=33 1a f6 69 listeners=1
05-13 10:59:27.290 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=28 fe f5 69 listeners=1
05-13 10:59:27.290 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e9 f7 f5 69 listeners=1
05-13 10:59:27.308 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=2a b4 f5 69 listeners=1
05-13 10:59:27.308 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=0e 75 f5 69 listeners=1
05-13 10:59:27.308 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=3c 45 f5 69 listeners=1
05-13 10:59:27.310 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=10 d0 f4 69 listeners=1
05-13 10:59:27.399 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=17 3e f4 69 listeners=1
05-13 10:59:27.400 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=66 32 f4 69 listeners=1
05-13 10:59:27.402 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=06 32 f4 69 listeners=1
05-13 10:59:27.403 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=17 22 f3 69 listeners=1
05-13 10:59:27.404 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=23 9a f2 69 listeners=1
05-13 10:59:27.405 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=c3 99 f2 69 listeners=1
05-13 10:59:27.405 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=8e 90 f2 69 listeners=1
05-13 10:59:27.406 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=bf e8 f1 69 listeners=1
05-13 10:59:27.407 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=73 db f1 69 listeners=1
05-13 10:59:27.407 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=0f a9 f1 69 listeners=1
05-13 10:59:27.803 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=be 4c f1 69 listeners=1
05-13 10:59:27.804 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=1d 27 f1 69 listeners=1
05-13 10:59:27.804 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e1 26 f1 69 listeners=1
05-13 10:59:27.805 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=73 1a f1 69 listeners=1
05-13 10:59:27.805 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=33 1a f1 69 listeners=1
05-13 10:59:27.806 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f7 19 f1 69 listeners=1
05-13 10:59:27.806 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=db 9c f0 69 listeners=1
05-13 10:59:27.850 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=48 97 f0 69 listeners=1
05-13 10:59:27.850 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=46 77 f0 69 listeners=1
05-13 10:59:27.851 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=fa 60 f0 69 listeners=1
05-13 10:59:27.851 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=21 4a f0 69 listeners=1
05-13 10:59:27.852 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e0 49 f0 69 listeners=1
05-13 10:59:27.853 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e7 12 ee 69 listeners=1
05-13 10:59:27.854 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=56 fc ed 69 listeners=1
05-13 10:59:27.854 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=5b ec ed 69 listeners=1
05-13 10:59:27.855 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=a2 9c ec 69 listeners=1
05-13 10:59:27.905 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=85 84 eb 69 listeners=1
05-13 10:59:27.907 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=2e 74 eb 69 listeners=1
05-13 10:59:27.910 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=61 28 eb 69 listeners=1
05-13 10:59:27.912 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f7 e9 ea 69 listeners=1
05-13 10:59:27.914 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=27 e9 ea 69 listeners=1
05-13 10:59:27.915 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=2d e8 ea 69 listeners=1
05-13 10:59:27.915 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=7a e7 ea 69 listeners=1
05-13 10:59:27.916 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=31 e7 ea 69 listeners=1
05-13 10:59:27.917 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=ae e6 ea 69 listeners=1
05-13 10:59:27.918 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=26 e6 ea 69 listeners=1
05-13 10:59:27.948 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=34 e5 ea 69 listeners=1
05-13 10:59:27.950 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=e3 e4 ea 69 listeners=1
05-13 10:59:27.952 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=96 e4 ea 69 listeners=1
05-13 10:59:27.955 I/ReactNativeJS( 5250): [ble-trace] notify cmd=0x14 payload[0..3]=f8 e3 ea 69 listeners=1
05-13 10:59:27.955 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan returned 50 packet(s); first.ts=1777780482 last.ts=1777001464
05-13 10:59:27.959 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.965 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.968 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.971 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.974 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.977 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.980 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.982 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.984 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.985 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.986 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.988 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.989 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.990 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:27.996 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.000 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.002 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.004 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.007 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.008 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.010 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.029 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.031 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.033 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.034 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.035 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.036 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.037 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.039 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.040 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.044 I/ReactNativeJS( 5250): '[analytics]', 'reading_persisted', { source: 'watch', tier: 'in_pattern' }
05-13 10:59:28.257 I/ReactNativeJS( 5250): [ble-trace] backfillBPHistoryOlderThan enter anchorTs=1777001464 (DIR=1 walk-backward)
